idx,player_name,player_pics,teams
164,D. Bentley,https://cdn.sofifa.com/players/198/350/22_60.png,"{' Southend United', ' Brentford', ' Bristol City'}"
153,A. Al Mayoof,https://cdn.sofifa.com/players/210/140/22_60.png,"{' Al Hilal', ' Al Ahli Jeddah', ' Saudi Arabia'}"
158,T. Kaminski,https://cdn.sofifa.com/players/188/400/22_60.png,"{' OH Leuven', ' Blackburn Rovers', ' Anderlecht', ' Kortrijk', ' København', ' Beerschot', ' Gent'}"
163,Riesgo,https://cdn.sofifa.com/players/110/974/22_60.png,"{' Leganés', ' Girona', ' Real Sociedad', ' SD Eibar', ' Recreativo Huelva', ' Osasuna'}"
165,C. MacGillivray,https://cdn.sofifa.com/players/223/727/22_60.png,"{' Charlton Athletic', ' Scotland', ' Walsall', ' Shrewsbury Town', ' Portsmouth'}"
171,A. Aguerre,https://cdn.sofifa.com/players/215/123/22_60.png,"{' Talleres Córdoba', ' Vélez Sarsfield', "" Newell's Old Boys""}"
169,Fernando,https://cdn.sofifa.com/players/205/288/22_60.png,"{' Real Murcia', ' Almería', ' UCAM Murcia'}"
172,J. Blaswich,https://cdn.sofifa.com/players/204/092/22_60.png,"{' Hansa Rostock', ' Heracles Almelo', ' RB Leipzig', ' Borussia Mönchengladbach'}"
173,J. Butez,https://cdn.sofifa.com/players/225/149/22_60.png,"{' Antwerp', ' Royal Excel Mouscron', ' Lille'}"
167,P. Kieszek,https://cdn.sofifa.com/players/148/526/22_60.png,"{' Rio Ave', ' Córdoba', ' Estoril', ' Vitória FC', ' Sporting Braga', ' Roda JC Kerkrade', ' Wisła Kraków', ' Málaga', ' Porto'}"
174,A. Pyatov,https://cdn.sofifa.com/players/142/902/22_60.png,"{' Ukraine', ' Shakhtar Donetsk'}"
168,20 T. Howard,https://cdn.sofifa.com/players/016/254/20_60.png,"{' Colorado Rapids', ' Everton', ' United States'}"
170,H. González,https://cdn.sofifa.com/players/186/990/22_60.png,"{' Juárez', ' Necaxa', ' América', ' Mexico', ' Monterrey'}"
176,21 R. Williams,https://cdn.sofifa.com/players/213/615/21_60.png,"{' Mamelodi Sundowns', ' South Africa'}"
166,J. Musso,https://cdn.sofifa.com/players/214/979/22_60.png,"{' Udinese', ' Racing Club', ' Atalanta', ' Argentina'}"
177,R. Rey,https://cdn.sofifa.com/players/215/069/22_60.png,"{' Gimnasia La Plata', "" Newell's Old Boys"", ' PAOK', ' Godoy Cruz', ' Pachuca'}"
178,M. Gersbeck,https://cdn.sofifa.com/players/213/573/22_60.png,"{' Hertha BSC', ' Karlsruher SC', ' Osnabrück'}"
175,Guilherme,https://cdn.sofifa.com/players/180/714/22_60.png,"{' Lokomotiv Moskva', ' Russia'}"
181,T. Carson,https://cdn.sofifa.com/players/166/764/22_60.png,"{' Sunderland', ' Hartlepool United', ' Cheltenham Town', ' Dundee United', ' Portsmouth', ' Chesterfield', ' Lincoln City', ' Bury', ' Morecambe', ' Northern Ireland', ' Motherwell', ' Hull City', ' St. Mirren'}"
